RC	UFI	UNI	LAT	LONG	DMS_LAT	DMS_LONG	MGRS	JOG	FC	DSG	PC	CC1	ADM1	POP	ELEV	CC2	NT	LC	SHORT_FORM	GENERIC	SORT_NAME_RO	FULL_NAME_RO	FULL_NAME_ND_RO	SORT_NAME_RG	FULL_NAME_RG	FULL_NAME_ND_RG	NOTE	MODIFY_DATE	DISPLAY	NAME_RANK	NAME_LINK	TRANSL_CD	NM_MODIFY_DATE	F_EFCTV_DT	F_TERM_DT
5	-73405	-107977	4	102	4:00:00N	102:00:00E	48NSK6683142736	NB48-13	L	RGN		SN	00				V				TANAHMALAYU	Tanah Malayu	Tanah Malayu	TANAHMALAYU	Tanah Malayu	Tanah Malayu		1993-10-18	1,2,3,4,5				1993-09-01		
5	-73405	-107615	4	102	4:00:00N	102:00:00E	48NSK6683142736	NB48-13	L	RGN		SN	00				V				MALAYPENINSULA	Malay Peninsula	Malay Peninsula	MALAYPENINSULA	Malay Peninsula	Malay Peninsula		1993-10-18	1,2,3,4,5				1993-09-01		
5	-73405	-107614	4	102	4:00:00N	102:00:00E	48NSK6683142736	NB48-13	L	RGN		SN	00				N				MALAYA	Malaya	Malaya	MALAYA	Malaya	Malaya		1993-10-18	1,2,3,4,5	1			1993-09-01		
5	-73405	-107240	4	102	4:00:00N	102:00:00E	48NSK6683142736	NB48-13	L	RGN		SN	00				V				BRITISHMALAYA	British Malaya	British Malaya	BRITISHMALAYA	British Malaya	British Malaya		1993-10-18	1,2,3,4,5				1993-09-01		
5	-73209	-107367	1.3275	103.931944	1:19:39N	103:55:55E	48NUG8117746755	NA48-10	L	LCTY		SN	00				N				GEYLANG	Geylang	Geylang	GEYLANG	Geylang	Geylang		1995-04-26	1,2,3,4,5	1			1995-04-26		
5	-73468	-107699	1.316667	103.733333	1:19:00N	103:44:00E	48NUG5907745567	NA48-10	L	RESN		SN	00				D				PANDANNATURERESERVE	Pandan Nature Reserve	Pandan Nature Reserve	PANDANNATURERESERVE	Pandan Nature Reserve	Pandan Nature Reserve		1995-07-26	1,2,3,4,5	1			1993-09-01		
5	-73456	-107682	1.411389	103.983611	1:24:41N	103:59:01E	48NUG8692956026	NA48-10	L	LCTY		SN	00				N				ONGTINGLYEESTATE	Ong Ting Lye Estate	Ong Ting Lye Estate	ONGTINGLYEESTATE	Ong Ting Lye Estate	Ong Ting Lye Estate		1995-04-27	1,2,3,4,5	1			1995-03-09		
5	-73178	-107324	1.3275	103.768056	1:19:39N	103:46:05E	48NUG6294146763	NA48-10	L	PRK		SN	00				N				CLEMENTIPARK	Clementi Park	Clementi Park	CLEMENTIPARK	Clementi Park	Clementi Park		1995-07-26	1,2,3,4,5	1			1993-09-01		
5	-73627	-107515	1.314167	103.936389	1:18:51N	103:56:11E	48NUG8167145280	NA48-10	L	LCTY		SN	00				V				KAMPONGSIGLAP	Kampong Siglap	Kampong Siglap	KAMPONGSIGLAP	Kampong Siglap	Kampong Siglap		1996-11-29	1,2,3,4,5				1993-09-01		
5	-73627	-107907	1.314167	103.936389	1:18:51N	103:56:11E	48NUG8167145280	NA48-10	L	LCTY		SN	00				N				SIGLAP	Siglap	Siglap	SIGLAP	Siglap	Siglap		1996-11-29	1,2,3,4,5	1			1993-09-01		
5	-73627	-107908	1.314167	103.936389	1:18:51N	103:56:11E	48NUG8167145280	NA48-10	L	LCTY		SN	00				V				SIGLAPVILLAGE	Siglap Village	Siglap Village	SIGLAPVILLAGE	Siglap Village	Siglap Village		1996-11-29	1,2,3,4,5				1993-09-01		
5	23090	27854	1.334722	103.885	1:20:05N	103:53:06E	48NUG7595447555	NA48-10	L	LCTY		SN	00				N				ALJUNIED	Aljunied	Aljunied	ALJUNIED	Aljunied	Aljunied		1995-07-26	1,2,3,4,5	1			1993-09-01		
5	23094	27858	1.361111	103.756389	1:21:40N	103:45:23E	48NUG6164550480	NA48-10	L	LCTY		SN	00				N				BUKITBATOK	Bukit Batok	Bukit Batok	BUKITBATOK	Bukit Batok	Bukit Batok		1995-07-26	1,2,3,4,5	1			1993-09-01		
5	23099	27863	1.392778	103.7925	1:23:34N	103:47:33E	48NUG6566553979	NA48-10	L	LCTY		SN	00				N				BUKITPANJANG	Bukit Panjang	Bukit Panjang	BUKITPANJANG	Bukit Panjang	Bukit Panjang		1995-04-27	1,2,3,4,5	1			1995-03-09		
5	23100	27864	1.320278	103.756389	1:19:13N	103:45:23E	48NUG6164345965	NA48-10	L	LCTY		SN	00				N				BUKITTIMAH	Bukit Timah	Bukit Timah	BUKITTIMAH	Bukit Timah	Bukit Timah		1995-07-26	1,2,3,4,5	1			1993-09-01		
5	23102	27866	1.31	103.841944	1:18:36N	103:50:31E	48NUG7116244824	NA48-10	L	LCTY		SN	00				N				CAIRNHILL	Cairnhill	Cairnhill	CAIRNHILL	Cairnhill	Cairnhill		1995-07-26	1,2,3,4,5	1			1993-09-01		
5	23104	27868	1.302222	103.868056	1:18:08N	103:52:05E	48NUG7406743963	NA48-10	L	LCTY		SN	00				N				CRAWFORD	Crawford	Crawford	CRAWFORD	Crawford	Crawford		1995-07-26	1,2,3,4,5	1			1993-09-01		
5	23114	27878	1.311389	103.852778	1:18:41N	103:51:10E	48NUG7236844977	NA48-10	L	LCTY		SN	00				N				FARRERPARK	Farrer Park	Farrer Park	FARRERPARK	Farrer Park	Farrer Park		1995-07-26	1,2,3,4,5	1			1993-09-01		
5	23122	27886	1.315833	103.888611	1:18:57N	103:53:19E	48NUG7635545467	NA48-10	L	LCTY		SN	00				N				GEYLANGEAST	Geylang East	Geylang East	GEYLANGEAST	Geylang East	Geylang East		1995-07-26	1,2,3,4,5	1			1993-09-01		
5	23126	27891	1.282222	103.825556	1:16:56N	103:49:32E	48NUG6933741754	NA48-10	L	LCTY		SN	00				N				HENDERSON	Henderson	Henderson	HENDERSON	Henderson	Henderson		1995-07-26	1,2,3,4,5	1			1993-09-01		
5	23134	27900	1.338333	103.913889	1:20:18N	103:54:50E	48NUG7916947953	NA48-10	L	LCTY		SN	00				N				KAMPONGCHAICHEE	Kampong Chai Chee	Kampong Chai Chee	KAMPONGCHAICHEE	Kampong Chai Chee	Kampong Chai Chee		1995-07-26	1,2,3,4,5	1			1993-09-01		
5	23135	27901	1.302222	103.864444	1:18:08N	103:51:52E	48NUG7366543963	NA48-10	L	LCTY		SN	00				N				KAMPONGGLAM	Kampong Glam	Kampong Glam	KAMPONGGLAM	Kampong Glam	Kampong Glam		1995-07-26	1,2,3,4,5	1			1993-09-01		
5	23136	27902	1.305833	103.856667	1:18:21N	103:51:24E	48NUG7280044363	NA48-10	L	LCTY		SN	00				N				KAMPONGKAPOR	Kampong Kapor	Kampong Kapor	KAMPONGKAPOR	Kampong Kapor	Kampong Kapor		1995-07-26	1,2,3,4,5	1			1993-09-01		
5	23139	27905	1.297778	103.886944	1:17:52N	103:53:13E	48NUG7616843471	NA48-10	L	LCTY		SN	00				N				KATONG	Katong	Katong	KATONG	Katong	Katong		1995-07-26	1,2,3,4,5	1			1993-09-01		
5	23140	27906	1.334722	103.861944	1:20:05N	103:51:43E	48NUG7338947556	NA48-10	L	LCTY		SN	00				N				KIMKEAT	Kim Keat	Kim Keat	KIMKEAT	Kim Keat	Kim Keat		1995-07-26	1,2,3,4,5	1			1993-09-01		
5	23154	27919	1.374722	103.970278	1:22:29N	103:58:13E	48NUG8544451973	NA48-10	L	INDS		SN	00				N				LOYANGINDUSTRIALESTATE	Loyang Industrial Estate	Loyang Industrial Estate	LOYANGINDUSTRIALESTATE	Loyang Industrial Estate	Loyang Industrial Estate		1995-07-26	1,2,3,4,5	1			1993-09-01		
5	23155	51141	1.326944	103.901944	1:19:37N	103:54:07E	48NUG7783946695	NA48-10	L	LCTY		SN	00				V				MACPHERSONESTATE	MacPherson Estate	MacPherson Estate	MACPHERSONESTATE	MacPherson Estate	MacPherson Estate		1995-07-26	1,2,3,4,5				1993-09-01		
5	23155	27920	1.326944	103.901944	1:19:37N	103:54:07E	48NUG7783946695	NA48-10	L	LCTY		SN	00				N				MACPHERSON	MacPherson	MacPherson	MACPHERSON	MacPherson	MacPherson		1995-07-26	1,2,3,4,5	1			1993-09-01		
5	23157	27922	1.344722	103.834722	1:20:41N	103:50:05E	48NUG7036048663	NA48-10	L	RESN		SN	00				N				MACRITCHIERESERVOIRPARK	MacRitchie Reservoir Park	MacRitchie Reservoir Park	MACRITCHIERESERVOIRPARK	MacRitchie Reservoir Park	MacRitchie Reservoir Park		1995-07-26	1,2,3,4,5	1			1993-09-01		
5	23439	28251	1.316667	103.928056	1:19:00N	103:55:41E	48NUG8074445557	NA48-10	L	RESN		SN	00				N				SIGLAPPARK	Siglap Park	Siglap Park	SIGLAPPARK	Siglap Park	Siglap Park		1995-07-26	1,2,3,4,5	1			1993-09-01		
5	23445	28258	1.403889	103.793889	1:24:14N	103:47:38E	48NUG6582055207	NA48-10	L	RESN		SN	00				N				SINGAPOREZOOLOGICALGARDENS	Singapore Zoological Gardens	Singapore Zoological Gardens	SINGAPOREZOOLOGICALGARDENS	Singapore Zoological Gardens	Singapore Zoological Gardens		1995-04-27	1,2,3,4,5	1			1995-04-27		
5	23449	36754	1.329167	103.856389	1:19:45N	103:51:23E	48NUG7277046943	NA48-10	L	INDS		SN	00				V				SAINTMICHAELSESTATE	Saint Michael’s Estate	Saint Michael's Estate	SAINTMICHAELSESTATE	Saint Michael’s Estate	Saint Michael's Estate		1995-07-26	1,2,3,4,5				1993-09-01		
5	23449	28262	1.329167	103.856389	1:19:45N	103:51:23E	48NUG7277046943	NA48-10	L	INDS		SN	00				N				SAINTMICHAELSINDUSTRIALESTATE	Saint Michael’s Industrial Estate	Saint Michael's Industrial Estate	SAINTMICHAELSINDUSTRIALESTATE	Saint Michael’s Industrial Estate	Saint Michael's Industrial Estate		1995-07-26	1,2,3,4,5	1			1993-09-01		
5	22454	27164	1.285278	103.845278	1:17:07N	103:50:43E	48NUG7153242091	NA48-10	L	RESN		SN	00				N				HONGLIMPARK	Hong Lim Park	Hong Lim Park	HONGLIMPARK	Hong Lim Park	Hong Lim Park		1995-07-26	1,2,3,4,5	1			1993-09-01		
5	22483	27197	1.301111	103.880556	1:18:04N	103:52:50E	48NUG7545843840	NA48-10	L	INDS		SN	00				N				KALLANGPARKINDUSTRIALESTATE	Kallang Park Industrial Estate	Kallang Park Industrial Estate	KALLANGPARKINDUSTRIALESTATE	Kallang Park Industrial Estate	Kallang Park Industrial Estate		1995-07-26	1,2,3,4,5	1			1993-09-01		
5	22485	27199	1.323889	103.877778	1:19:26N	103:52:40E	48NUG7515046358	NA48-10	L	INDS		SN	00				N				KALLANGWAYINDUSTRIALESTATE	Kallang Way Industrial Estate	Kallang Way Industrial Estate	KALLANGWAYINDUSTRIALESTATE	Kallang Way Industrial Estate	Kallang Way Industrial Estate		1995-07-26	1,2,3,4,5	1			1993-09-01		
5	22491	27205	1.282222	103.825	1:16:56N	103:49:30E	48NUG6927541754	NA48-10	L	INDS		SN	00				N				KAMPONGTIONGBAHRUINDUSTRIALESTATE	Kampong Tiong Bahru Industrial Estate	Kampong Tiong Bahru Industrial Estate	KAMPONGTIONGBAHRUINDUSTRIALESTATE	Kampong Tiong Bahru Industrial Estate	Kampong Tiong Bahru Industrial Estate		1995-07-26	1,2,3,4,5	1			1993-09-01		
5	22491	36920	1.282222	103.825	1:16:56N	103:49:30E	48NUG6927541754	NA48-10	L	INDS		SN	00				V				KAMPONGTIONGBAHRUESTATE	Kampong Tiong Bahru Estate	Kampong Tiong Bahru Estate	KAMPONGTIONGBAHRUESTATE	Kampong Tiong Bahru Estate	Kampong Tiong Bahru Estate		1995-07-26	1,2,3,4,5				1993-09-01		
5	22493	51139	1.33	103.907222	1:19:48N	103:54:26E	48NUG7842647032	NA48-10	L	INDS		SN	00				V				KAMPONGUBIINDUSTRIALESTATE	Kampong Ubi Industrial Estate	Kampong Ubi Industrial Estate	KAMPONGUBIINDUSTRIALESTATE	Kampong Ubi Industrial Estate	Kampong Ubi Industrial Estate		1995-07-26	1,2,3,4,5				1993-09-01		
5	22493	27207	1.33	103.907222	1:19:48N	103:54:26E	48NUG7842647032	NA48-10	L	INDS		SN	00				N				KAMPONGUBIINDUSTRIALPARK	Kampong Ubi Industrial Park	Kampong Ubi Industrial Park	KAMPONGUBIINDUSTRIALPARK	Kampong Ubi Industrial Park	Kampong Ubi Industrial Park		1995-07-26	1,2,3,4,5	1			1993-09-01		
5	23547	28386	1.323889	103.858611	1:19:26N	103:51:31E	48NUG7301746359	NA48-10	L	LCTY		SN	00				N				WHAMPOA	Whampoa	Whampoa	WHAMPOA	Whampoa	Whampoa		1995-07-26	1,2,3,4,5	1			1993-09-01		
5	22333	27027	1.312222	103.848889	1:18:44N	103:50:56E	48NUG7193545070	NA48-10	L	PRK		SN	00				N				FARRERPARK	Farrer Park	Farrer Park	FARRERPARK	Farrer Park	Farrer Park		1995-07-26	1,2	1			1993-09-01		
5	22340	27033	1.285278	103.782778	1:17:07N	103:46:58E	48NUG6457742094	NA48-10	L	RESN		SN	00				N				HAWPARVILLA	Haw Par Villa	Haw Par Villa	HAWPARVILLA	Haw Par Villa	Haw Par Villa		1995-07-26	1,2,3,4,5	1			1993-09-01		
5	26495	32009	1.386389	103.774722	1:23:11N	103:46:29E	48NUG6368653273	NA48-10	L	LCTY		SN	00				N				AIKHONGANDAIKCHIANGESTATE	Aik Hong and Aik Chiang Estate	Aik Hong and Aik Chiang Estate	AIKHONGANDAIKCHIANGESTATE	Aik Hong and Aik Chiang Estate	Aik Hong and Aik Chiang Estate		1995-04-27	1	1			1995-03-09		
5	26893	32473	1.383611	103.945278	1:23:01N	103:56:43E	48NUG8266352957	NA48-10	L	PRK		SN	00				N				PASIRRISBEACHPARK	Pasir Ris Beach Park	Pasir Ris Beach Park	PASIRRISBEACHPARK	Pasir Ris Beach Park	Pasir Ris Beach Park		1995-04-27	1	1			1995-03-09		
5	27554	33336	1.338611	103.73	1:20:19N	103:43:48E	48NUG5870747994	NA48-10	L	RESN		SN	00				N				CHINESEGARDEN	Chinese Garden	Chinese Garden	CHINESEGARDEN	Chinese Garden	Chinese Garden		1995-07-26	1	1			1993-09-01		
5	27556	33338	1.330556	103.730833	1:19:50N	103:43:51E	48NUG5880047103	NA48-10	L	RESN		SN	00				N				TROPICALGARDEN	Tropical Garden	Tropical Garden	TROPICALGARDEN	Tropical Garden	Tropical Garden		1995-07-26	1	1			1993-09-01		
5	39741	50137	1.404167	103.918333	1:24:15N	103:55:06E	48NUG7966655231	NA48-10	L	PRT		SN	00				N				PUNGGOLFISHINGPORT	Punggol Fishing Port	Punggol Fishing Port	PUNGGOLFISHINGPORT	Punggol Fishing Port	Punggol Fishing Port		1995-04-27	1,2	1			1995-03-09		
5	41096	51947	1.285278	103.804444	1:17:07N	103:48:16E	48NUG6698842093	NA48-10	L	INDS		SN	00				N				ALEXANDRAVILLAGE	Alexandra Village	Alexandra Village	ALEXANDRAVILLAGE	Alexandra Village	Alexandra Village		1995-04-26	1,2,3	1			1995-04-26		
5	41102	51955	1.286667	103.7125	1:17:12N	103:42:45E	48NUG5675742252	NA48-10	L	INDS		SN	00				N				PULAUMERLIMAUINDUSTRIALESTATE	Pulau Merlimau Industrial Estate	Pulau Merlimau Industrial Estate	PULAUMERLIMAUINDUSTRIALESTATE	Pulau Merlimau Industrial Estate	Pulau Merlimau Industrial Estate		1995-04-26	1,2,3	1			1995-04-26		
5	41107	51961	1.285556	103.688611	1:17:08N	103:41:19E	48NUG5409942130	NA48-10	L	INDS		SN	00				N				PULAUPESEKINDUSTRIALESTATE	Pulau Pesek Industrial Estate	Pulau Pesek Industrial Estate	PULAUPESEKINDUSTRIALESTATE	Pulau Pesek Industrial Estate	Pulau Pesek Industrial Estate		1995-04-26	1,2,3	1			1995-04-26		
5	41108	51963	1.277778	103.727778	1:16:40N	103:43:40E	48NUG5845741268	NA48-10	L	INDS		SN	00				N				PULAUSERAYAINDUSTRIALESTATE	Pulau Seraya Industrial Estate	Pulau Seraya Industrial Estate	PULAUSERAYAINDUSTRIALESTATE	Pulau Seraya Industrial Estate	Pulau Seraya Industrial Estate		1995-07-26	1,2,3	1			1995-07-26		
5	41109	51965	1.304444	103.794722	1:18:16N	103:47:41E	48NUG6590744213	NA48-10	L	INDS		SN	00				N		Tanglin Halt		TANGLINHALTINDUSTRIALESTATE	Tanglin Halt Industrial Estate	Tanglin Halt Industrial Estate	TANGLINHALTINDUSTRIALESTATE	Tanglin Halt Industrial Estate	Tanglin Halt Industrial Estate		1995-07-26	1,2,3,4,5	1			1995-07-26		
5	41109	75372	1.304444	103.794722	1:18:16N	103:47:41E	48NUG6590744213	NA48-10	L	INDS		SN	00				V				TANGLINHALT	Tanglin Halt	Tanglin Halt	TANGLINHALT	Tanglin Halt	Tanglin Halt		1995-07-26	1,2,3,4,5				1995-07-26		
5	41110	51966	1.296667	103.869167	1:17:48N	103:52:09E	48NUG7419043349	NA48-10	L	INDS		SN	00				N		Tanjong Rhu		TANJONGRHUINDUSTRIALESTATE	Tanjong Rhu Industrial Estate	Tanjong Rhu Industrial Estate	TANJONGRHUINDUSTRIALESTATE	Tanjong Rhu Industrial Estate	Tanjong Rhu Industrial Estate		1995-07-26	1,2,3,4,5	1			1995-07-26		
5	41110	75374	1.296667	103.869167	1:17:48N	103:52:09E	48NUG7419043349	NA48-10	L	INDS		SN	00				V				TANJONGRHU	Tanjong Rhu	Tanjong Rhu	TANJONGRHU	Tanjong Rhu	Tanjong Rhu		1995-07-26	1,2,3,4,5				1995-07-26		
5	30467	37010	1.272222	103.820833	1:16:20N	103:49:15E	48NUG6881140649	NA48-10	L	PRK		SN	00				N				MOUNTFABERSCENICPARK	Mount Faber Scenic Park	Mount Faber Scenic Park	MOUNTFABERSCENICPARK	Mount Faber Scenic Park	Mount Faber Scenic Park		1995-07-26	1	1			1993-09-01		
5	26908	32488	1.390278	103.994444	1:23:25N	103:59:40E	48NUG8813453692	NA48-10	L	PRK		SN	00				N				CHANGIBEACHPARK	Changi Beach Park	Changi Beach Park	CHANGIBEACHPARK	Changi Beach Park	Changi Beach Park		1995-04-27	1	1			1995-03-09		
5	23532	28370	1.356667	103.8375	1:21:24N	103:50:15E	48NUG7067049984	NA48-10	L	LCTY		SN	00				N				THOMSON	Thomson	Thomson	THOMSON	Thomson	Thomson		1995-07-26	1,2,3,4,5	1			1993-09-01		
5	23537	28375	1.281389	103.832778	1:16:53N	103:49:58E	48NUG7014141662	NA48-10	L	LCTY		SN	00				N				TIONGBAHRU	Tiong Bahru	Tiong Bahru	TIONGBAHRU	Tiong Bahru	Tiong Bahru		1995-04-26	1,2,3,4,5	1			1995-04-26		
5	23544	28382	1.329444	103.801389	1:19:46N	103:48:05E	48NUG6665046976	NA48-10	L	LCTY		SN	00				N				ULUPANDAN	Ulu Pandan	Ulu Pandan	ULUPANDAN	Ulu Pandan	Ulu Pandan		1995-07-26	1,2,3,4,5	1			1993-09-01		
5	23464	28278	1.329444	103.828333	1:19:46N	103:49:42E	48NUG6964946975	NA48-10	L	LCTY		SN	00				N				TANGLIN	Tanglin	Tanglin	TANGLIN	Tanglin	Tanglin		1995-07-26	1,2,3,4,5	1			1993-09-01		
5	23474	28289	1.297778	103.785556	1:17:52N	103:47:08E	48NUG6488743476	NA48-10	L	INDS		SN	00				N				TELOKBLANGAHINDUSTRIALESTATE	Telok Blangah Industrial Estate	Telok Blangah Industrial Estate	TELOKBLANGAHINDUSTRIALESTATE	Telok Blangah Industrial Estate	Telok Blangah Industrial Estate		1995-07-26	1,2,3,4,5	1			1993-09-01		
5	40095	50698	1.348889	103.765278	1:20:56N	103:45:55E	48NUG6263349128	NA48-10	L	RESN		SN	00				N				BUKITBATOKNATUREPARK	Bukit Batok Nature Park	Bukit Batok Nature Park	BUKITBATOKNATUREPARK	Bukit Batok Nature Park	Bukit Batok Nature Park		1995-04-26	1,2	1			1995-04-26		
5	40096	50699	1.355556	103.763611	1:21:20N	103:45:49E	48NUG6244849865	NA48-10	L	PRK		SN	00				N				BUKITBATOKTOWNPARK	Bukit Batok Town Park	Bukit Batok Town Park	BUKITBATOKTOWNPARK	Bukit Batok Town Park	Bukit Batok Town Park		1995-04-26	1,2	1			1995-04-26		
5	25990	48910	1.439722	103.737778	1:26:23N	103:44:16E	48NUG5957959172	NA48-10	L	PRK		SN	00				N				KRANJIRESERVOIRPARK	Kranji Reservoir Park	Kranji Reservoir Park	KRANJIRESERVOIRPARK	Kranji Reservoir Park	Kranji Reservoir Park		1995-04-27	1,2	1			1995-03-09		
5	25990	31290	1.439722	103.737778	1:26:23N	103:44:16E	48NUG5957959172	NA48-10	L	PRK		SN	00				V				KRANJIPARK	Kranji Park	Kranji Park	KRANJIPARK	Kranji Park	Kranji Park		1995-04-27	1,2				1995-03-09		
5	23129	27894	1.401667	103.89	1:24:06N	103:53:24E	48NUG7651454956	NA48-10	L	LCTY		SN	00				N				JALANKAYU	Jalan Kayu	Jalan Kayu	JALANKAYU	Jalan Kayu	Jalan Kayu		1995-04-27	1,2,3,4,5	1			1995-03-09		
